file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,68,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,13
style.css,69,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,25
style.css,70,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,25
style.css,71,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,44
style.css,72,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,20
style.css,73,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,74,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,75,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,11
style.css,76,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,6
style.css,77,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,20
style.css,78,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,13
style.css,79,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,17
style.css,80,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,13
style.css,81,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,82,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,83,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,17
style.css,84,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,25
style.css,85,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,25
style.css,86,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,39
style.css,87,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,69
style.css,88,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,20
style.css,89,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,90,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,91,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,8
style.css,92,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,12
style.css,93,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,58
style.css,94,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,7
style.css,95,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,96,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,97,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,13
style.css,98,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,10
style.css,99,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,11
style.css,100,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,13
style.css,101,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,8
style.css,102,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,103,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,104,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,7
style.css,105,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,12
style.css,106,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,66
style.css,107,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,10
style.css,108,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,17
style.css,109,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,10
style.css,110,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,111,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,112,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,13
style.css,113,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,8
style.css,114,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,17
style.css,115,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,29
style.css,116,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,15
style.css,117,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,25
style.css,118,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,34
style.css,119,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,120,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,121,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,9
style.css,122,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,7
style.css,123,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,124,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,125,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,2
style.css,126,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,14
style.css,127,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,128,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,0
style.css,129,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,0,21
style.css,130,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,15
style.css,131,css,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,1,17
style.css,132,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,0,0
style.css,133,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,0,0
style.css,134,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,0,13
style.css,135,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,17
style.css,136,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,8
style.css,137,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,11
style.css,138,css,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,1,13
style.css,139,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,140,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,141,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,17
style.css,142,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,12
style.css,143,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,36
style.css,144,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,18
style.css,145,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,146,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,147,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,17
style.css,148,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,10
style.css,149,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,17
style.css,150,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,13
style.css,151,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,152,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,0
style.css,153,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,0,17
style.css,154,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,10
style.css,155,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,17
style.css,156,css,733c1846,jacsea,2025-10-24,21:44:45,-07:00,2025-10-24T21:44:45-07:00,1,8
style.css,157,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,158,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,159,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,18
style.css,160,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,14
style.css,161,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,16
style.css,162,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,16
style.css,163,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,164,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,165,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,7
style.css,166,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,12
style.css,167,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,57
style.css,168,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,7
style.css,169,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,11
style.css,170,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,40
style.css,171,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,19
style.css,172,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,6
style.css,173,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,174,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,175,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,12
style.css,176,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,12
style.css,177,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,18
style.css,178,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,9
style.css,179,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,16
style.css,180,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,181,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,182,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,20
style.css,183,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,20
style.css,184,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,9
style.css,185,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,10
style.css,186,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,18
style.css,187,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,29
style.css,188,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,17
style.css,189,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,40
style.css,190,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,191,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,192,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,9
style.css,193,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,12
style.css,194,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,7
style.css,195,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,18
style.css,196,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,197,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,198,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,4
style.css,199,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,24
style.css,200,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,14
style.css,201,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,202,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,203,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,34
style.css,204,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,11
style.css,205,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,206,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,207,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,9
style.css,208,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,35
style.css,209,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,0,0
style.css,210,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,10
style.css,211,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,2,17
style.css,212,css,ec25ec18,jacsea,2025-10-31,16:26:24,-07:00,2025-10-31T16:26:24-07:00,1,0
style.css,213,css,84b9392d,jacsea,2025-10-03,15:07:29,-07:00,2025-10-03T15:07:29-07:00,0,0
resume.html,1,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,13
resume.html,2,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,14
resume.html,3,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,4
resume.html,4,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,20
resume.html,5,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,68
resume.html,6,html,12ed31be,jacsea,2025-10-08,19:15:16,-07:00,2025-10-08T19:15:16-07:00,2,19
resume.html,7,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,40
resume.html,8,html,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,2,45
resume.html,9,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,5
resume.html,10,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,0
resume.html,11,html,a629860a,jacsea,2025-10-17,16:11:00,-07:00,2025-10-17T16:11:00-07:00,0,4
resume.html,12,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,13
resume.html,13,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,7
resume.html,14,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,21
resume.html,15,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,1
resume.html,16,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,6,114
resume.html,17,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,6,123
resume.html,18,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,6,124
resume.html,19,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,6,110
resume.html,20,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,2
resume.html,21,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,8
resume.html,22,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,0,0
resume.html,23,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,2,7
resume.html,24,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,16
resume.html,25,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,42
resume.html,26,html,d342f457,jacsea,2025-10-03,18:04:00,-07:00,2025-10-03T18:04:00-07:00,4,1
